name,price,brandId,brandName,itemId,inStock,image
Jahe Gajah 100gr  segar fresh super besar jumbo import  murah | Ginger Elephant - Fadhilaberkahofficialstore,2950,4484,No Brand,4127242200,TRUE,https://id-test-11.slatic.net/p/47fa48613a15c4c0c878bc5cfa5e0b22.jpg
sereh segar lokal 250gram,2970,4484,No Brand,4323722683,TRUE,https://id-test-11.slatic.net/p/4235470ca8a48d53d28ca027c6876905.jpg
Kunyit segar rempah Indonesia 250gram,2970,4484,No Brand,4323632354,TRUE,https://id-test-11.slatic.net/p/47a29c5bc325ce41d2450134a054c082.jpg
COD Keripik kaca extra pedas 40 gram / Keripik Lada extra daun jeruk / COD Camilan anak zaman nom / Snack keripik extra pedas / Jajanan pedas yang murah / Keripik kaca yang enak,3000,4484,No Brand,856036731,TRUE,https://id-test-11.slatic.net/p/ec15d792123342033ec4e45570415a51.jpg
CARI SAYUR - Buncis [250 gr],3000,121239277,CARI SAYUR,1191496379,TRUE,https://id-test-11.slatic.net/p/23d554939122ab7b61cda474e75112cf.jpg
CARI SAYUR - Terong Hijau [250 gram],3000,121239277,CARI SAYUR,1153640622,TRUE,https://id-test-11.slatic.net/p/958b6962a3d002a1f34e1edcc513a66d.jpg
menkis,3000,4484,No Brand,6771116561,TRUE,https://filebroker-cdn.lazada.co.id/kf/Sf068a31c24d74fd3be529464f8b89726E.jpg
buah namnam /pukih (Cynometra Cauliflora) 1 pcs,3000,4484,No Brand,6646588014,TRUE,https://filebroker-cdn.lazada.co.id/kf/S5dabda35029e474a9dc7c97af815e13aO.jpg
Bumbu Rujak Jambu Kristal Viral Bumbu rujak bubuk,3000,4484,No Brand,6492102606,TRUE,https://filebroker-cdn.lazada.co.id/kf/Sc72cdfe2546e4320a92667bfadcb8ee3W.jpg
Tomat Hijau Segar,3000,4484,No Brand,6134260682,TRUE,https://id-test-11.slatic.net/p/cdabe6316b9a4310325c97dfa7877df1.jpg
Tomat Merah Segar Pilihan,3000,4484,No Brand,6133308010,TRUE,https://id-test-11.slatic.net/p/723692ff5959df14288d8dfc89271acd.jpg
UMBI GANYONG PUTIH MURIA FRESH ORGANIK VARIASI 100-500 GRAM,3000,4484,No Brand,6063126187,TRUE,https://id-test-11.slatic.net/p/5893a76e17641268351d5797b54ac42d.png
kunyit segar bumbu masak 250gram,3000,4484,No Brand,5703198240,TRUE,https://filebroker-cdn.lazada.co.id/kf/S12b679fa0b504838b56bda41f5658bf6s.jpg
